,Dias al Vencimiento,Depósito Padre,Lote,Descripción,Fecha de Vencimiento,SKU,cajas_x_pallets,Cajas Disponibles
162,190,    CDVMZPA,070823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/3/2024,6030010007               ,260,18718.0
163,190,    CDVMZPA,070823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/3/2024,6030010170               ,272,26111.0
164,190,    CDVMZPA,R070823                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",5/3/2024,6030050074               ,80,1200.0
165,193,    CDVMZPA,R100823                       ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/6/2024,6030050071               ,144,0.0
166,194,    CDVMZPA,R110823                       ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/7/2024,6030050071               ,144,7896.0
167,195,       CDVM,130723                        ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",5/8/2024,6040100009               ,144,0.0
168,195,    CDCDCF1,110923                        ,"MAYO,NATURA,RVL 31%,1504,8 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",5/8/2024,6030010227               ,60,1064.0
169,195,    CDCDCF1,120823                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",5/8/2024,6030010026               ,108,2164.0
170,195,    CDCDCF1,R120823                       ,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",5/8/2024,6030330001               ,260,284.0
171,195,    CDCDCO1,120823                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",5/8/2024,6030010026               ,108,1944.0
172,195,    CDCDCO1,130723                        ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",5/8/2024,6040100010               ,260,0.0
173,195,    CDVMZPA,R120823                       ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/8/2024,6030050071               ,144,3946.0
174,196,    CDCDCO1,130823                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",5/9/2024,6030010019               ,144,1872.0
175,197,       CDGD,140823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/10/2024,6030010007               ,260,0.0
176,197,       CDPI,140823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/10/2024,6030010170               ,272,19584.0
177,197,       CDPI,140823                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",5/10/2024,6030010208               ,80,5760.0
178,197,    CDCDCO1,140823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/10/2024,6030010007               ,260,2860.0
179,197,    CDCDCO1,140823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/10/2024,6030010170               ,272,1088.0
180,197,    CDVMZPA,140823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/10/2024,6030010170               ,272,32640.0
181,197,    CDVMZPA,140823                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",5/10/2024,6030010208               ,80,13440.0
182,197,    CDVMZPA,R140823                       ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/10/2024,6030050071               ,144,3987.0
183,198,    CDVMZPA,R150823                       ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/11/2024,6030050071               ,144,8064.0
184,199,       CDGD,150923                        ,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",5/12/2024,6090020010               ,377,1508.0
185,199,       CDPI,160823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/12/2024,6030010170               ,272,26112.0
186,199,       CDVM,150923                        ,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",5/12/2024,6090020010               ,377,7176.0
187,199,    CDCDCO1,160823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/12/2024,6030010170               ,272,12240.0
188,200,       CDGD,180723                        ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",5/13/2024,6040100010               ,260,0.0
189,201,       CDGD,R180823                       ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",5/14/2024,6030050070               ,260,40.0
190,201,       CDPI,R180823                       ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/14/2024,6030050071               ,144,5475.0
191,202,       CDPI,R190823                       ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/15/2024,6030050071               ,144,414.0
192,202,    CDCDCF1,180923                        ,"MOSTAZA,NATURA,1504,8 G,SH,ST(SIN TAPA),ESP,MERCADO INTERNO",5/15/2024,6090020014               ,60,250.0
193,202,    CDCDCO1,160522                        ,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",5/15/2024,6010900002               ,156,0.0
194,203,       CDPI,200823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/16/2024,6030010170               ,272,13056.0
195,203,    CDCDCO1,137/22                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",5/16/2024,6010140007               ,224,0.0
196,203,    CDCDCO1,200823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/16/2024,6030010170               ,272,272.0
197,203,    CDVMZPA,200823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/16/2024,6030010170               ,272,13056.0
198,205,       CDGD,220823                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",5/18/2024,6030010019               ,144,0.0
199,205,    CDCDCF1,220823                        ,"MAYO,NATURA,RVL 31%,WENDY'S,4,2900 CC,SH,ST (SIN TAPA),ESP,M",5/18/2024,6030010228               ,80,0.0
200,205,    CDCDCO1,220823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/18/2024,6030010007               ,260,7020.0
201,205,    CDCDCO1,220823                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",5/18/2024,6030010019               ,144,2304.0
202,206,       CDGD,220823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/19/2024,6030010170               ,272,210.0
203,206,       CDPI,220823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/19/2024,6030010170               ,272,39168.0
204,206,    CDVMZPA,220823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/19/2024,6030010170               ,272,45696.0
205,206,    CDVMZPA,R230823                       ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/19/2024,6030050071               ,144,3785.0
206,207,       CDGD,240823                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",5/20/2024,6030010019               ,144,0.0
207,207,       CDPI,R240823                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",5/20/2024,6030050074               ,80,480.0
208,207,       CDPI,R240823                       ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/20/2024,6030050071               ,144,5328.0
209,207,    CDCDCF1,240823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/20/2024,6030010007               ,260,2669.0
210,207,    CDVMZPA,240823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/20/2024,6030010007               ,260,37440.0
211,207,    CDVMZPA,240823                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",5/20/2024,6030010019               ,144,0.0
212,208,       CDPI,R250823                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",5/21/2024,6030050074               ,80,1440.0
213,208,       CDPI,R250823                       ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/21/2024,6030050071               ,144,8172.0
214,209,       CDGD,260823                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",5/22/2024,6030010208               ,80,119.0
215,209,       CDPI,R260823                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",5/22/2024,6030050074               ,80,880.0
216,209,       CDPI,R260823                       ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/22/2024,6030050071               ,144,2261.0
217,209,       CDVM,250923                        ,"KET,NATURA,1504,8 G,SH,ST (SIN TAPA),ESP,M.I./ARL",5/22/2024,6040100014               ,60,0.0
218,209,       CDVM,260823                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",5/22/2024,6030010208               ,80,81.0
219,209,    CDCDCO1,260823                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",5/22/2024,6030010208               ,80,480.0
220,211,    CDCDCO1,290723                        ,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",5/24/2024,6040100003               ,80,26.0
221,212,       CDVM,280923                        ,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",5/25/2024,6040100001               ,377,2211.0
222,212,    CDCDCF1,300723                        ,"KET,NATURA,WENDY'S,4,3000GR,SH,ST,ESP,M.I./ARL",5/25/2024,6040100015               ,80,0.0
223,213,       CDGD,300823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/26/2024,6030010170               ,272,0.0
224,213,       CDPI,R300823                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",5/26/2024,6030050074               ,80,720.0
225,213,       CDVM,290923                        ,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",5/26/2024,6050100001               ,377,1885.0
226,213,    CDCDCF1,300823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/26/2024,6030010007               ,260,1300.0
227,213,    CDCDCO1, 230723                       ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",5/26/2024,6090020009               ,260,0.0
228,213,    CDCDCO1,147/22                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",5/26/2024,6010550008               ,224,0.0
229,214,       CDGD,010823                        ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",5/27/2024,6040100009               ,144,74.0
230,214,       CDPI,R310823                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",5/27/2024,6030050074               ,80,720.0
231,214,       CDPI,R310823                       ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",5/27/2024,6030050070               ,260,791.0
232,214,       CDPI,R310823                       ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/27/2024,6030050071               ,144,1584.0
233,214,       CDVM,010823                        ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",5/27/2024,6040100009               ,144,91.0
234,214,    CDCDCF1,010823                        ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",5/27/2024,6040100009               ,144,555.0
235,215,       CDGD,010923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",5/28/2024,6030010019               ,144,0.0
236,215,       CDGD,010923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/28/2024,6030010170               ,272,1564.0
237,215,       CDGD,010923                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",5/28/2024,6030010208               ,80,640.0
238,215,       CDGD,010923                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",5/28/2024,6030010026               ,108,0.0
239,215,       CDPI,010923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/28/2024,6030010170               ,272,32640.0
240,215,       CDPI,010923                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",5/28/2024,6030010208               ,80,1920.0
241,215,       CDPI,010923                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",5/28/2024,6030010026               ,108,5184.0
242,215,       CDVM,010923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",5/28/2024,6030010019               ,144,432.0
243,215,       CDVM,011023                        ,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",5/28/2024,6050100001               ,377,3393.0
244,215,      CDLDC,010923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/28/2024,6030010007               ,260,9131.0
245,215,      CDLDC,010923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/28/2024,6030010170               ,272,7616.0
246,215,      CDLDC,010923                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",5/28/2024,6030010026               ,108,51.0
247,215,    CDCDCF1,010923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/28/2024,6030010007               ,260,27710.0
248,215,    CDCDCF1,010923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",5/28/2024,6030010019               ,144,7728.0
249,215,    CDCDCF1,010923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/28/2024,6030010170               ,272,10088.0
250,215,    CDCDCF1,010923                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",5/28/2024,6030010208               ,80,0.0
251,215,    CDCDCF1,010923                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",5/28/2024,6030010026               ,108,16351.0
252,215,    CDCDCO1,010923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/28/2024,6030010007               ,260,4680.0
253,215,    CDCDCO1,010923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",5/28/2024,6030010019               ,144,4608.0
254,215,    CDCDCO1,010923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/28/2024,6030010170               ,272,1904.0
255,215,    CDCDCO1,010923                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",5/28/2024,6030010026               ,108,3456.0
256,215,    CDVMZPA,010923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",5/28/2024,6030010019               ,144,0.0
257,215,    CDVMZPA,010923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/28/2024,6030010170               ,272,33184.0
258,215,    CDVMZPA,010923                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",5/28/2024,6030010026               ,108,2592.0
259,216,       CDVM,021023                        ,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",5/29/2024,6090020010               ,377,13195.0
260,217,    CDCDCF1,040823                        ,"KET,NATURA,WENDY'S,4,3000GR,SH,ST,ESP,M.I./ARL",5/30/2024,6040100015               ,80,161.0
261,218,       CDPI,040923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/31/2024,6030010170               ,272,13056.0
262,218,       CDVM,040923                        ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",5/31/2024,6030010129               ,377,377.0
263,218,    CDCDCO1,040923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/31/2024,6030010170               ,272,2448.0
264,220,       CDGD,060923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/2/2024,6030010170               ,272,272.0
265,220,       CDGD,070823                        ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",6/2/2024,6090020009               ,260,0.0
266,220,       CDGD,070823                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",6/2/2024,6090020011               ,144,261.0
267,220,       CDPI,060923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/2/2024,6030010007               ,260,31200.0
268,220,       CDPI,060923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/2/2024,6030010170               ,272,32640.0
269,220,       CDPI,060923                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",6/2/2024,6030010208               ,80,7680.0
270,220,       CDVM,060923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/2/2024,6030010170               ,272,188.0
271,220,       CDVM,070823                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",6/2/2024,6090020011               ,144,173.0
272,220,    CDCDCF1,060923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/2/2024,6030010007               ,260,7800.0
273,220,    CDCDCF1,060923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/2/2024,6030010170               ,272,5712.0
274,220,    CDCDCF1,060923                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",6/2/2024,6030010208               ,80,0.0
275,220,    CDCDCF1,070823                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",6/2/2024,6090020011               ,144,1008.0
276,220,    CDCDCO1,060923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/2/2024,6030010007               ,260,3640.0
277,220,    CDCDCO1,070823                        ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",6/2/2024,6090020009               ,260,0.0
278,220,    CDCDCO1,070823                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",6/2/2024,6090020011               ,144,108.0
279,220,    CDVMZPA,060923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/2/2024,6030010007               ,260,6240.0
280,220,    CDVMZPA,060923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/2/2024,6030010170               ,272,19584.0
281,220,    CDVMZPA,060923                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",6/2/2024,6030010208               ,80,9600.0
282,220,    CDVMZPA,070823                        ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",6/2/2024,6090020009               ,260,18060.0
283,222,       CDGD,080923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/4/2024,6030010007               ,260,179.0
284,222,       CDPI,080923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/4/2024,6030010007               ,260,24960.0
285,222,       CDVM,081023                        ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",6/4/2024,6030010129               ,377,6032.0
286,222,    CDVMZPA,080923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/4/2024,6030010007               ,260,24960.0
287,223,    CDCDCO1,060622                        ,"AC,NATURA INT,OLIVA VE,6X500ML,D(LATA),ESP,M.I.",6/5/2024,6010900017               ,304,0.0
288,224,       CDGD,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/6/2024,6030010019               ,144,0.0
289,224,       CDGD,100923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/6/2024,6030010170               ,272,272.0
290,224,       CDPI,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/6/2024,6030010007               ,260,12462.0
291,224,       CDPI,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/6/2024,6030010019               ,144,2286.0
292,224,       CDPI,100923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/6/2024,6030010170               ,272,26112.0
293,224,       CDPI,100923                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",6/6/2024,6030010026               ,108,15552.0
294,224,       CDVM,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/6/2024,6030010019               ,144,56.0
295,224,       CDVM,100923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/6/2024,6030010170               ,272,0.0
296,224,       CDVM,101023                        ,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",6/6/2024,6040100001               ,377,15457.0
297,224,    CDCDCF1,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/6/2024,6030010007               ,260,4676.0
298,224,    CDCDCF1,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/6/2024,6030010019               ,144,1440.0
299,224,    CDCDCF1,100923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/6/2024,6030010170               ,272,10880.0
300,224,    CDVMZPA,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/6/2024,6030010019               ,144,240.0
301,224,    CDVMZPA,100923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/6/2024,6030010170               ,272,32640.0
302,224,    CDVMZPA,100923                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",6/6/2024,6030010026               ,108,5180.0
303,225,       CDGD,R110923                       ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/7/2024,6030050072               ,108,0.0
304,225,      CDLDC,R110923                       ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/7/2024,6030050070               ,260,0.0
305,225,      CDLDC,R110923                       ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/7/2024,6030050072               ,108,162.0
306,226,      CDLDC,R120923                       ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/8/2024,6030050070               ,260,0.0
307,226,      CDLDC,R120923                       ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6/8/2024,6030050069               ,272,0.0
308,226,      CDLDC,R120923                       ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/8/2024,6030050072               ,108,4428.0
309,226,    CDCDCF1,120923                        ,"MAYO,NATURA,RVL 31%,WENDY'S,4,2900 CC,SH,ST (SIN TAPA),ESP,M",6/8/2024,6030010228               ,80,186.0
310,227,      CDLDC,R130923                       ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/9/2024,6030050070               ,260,0.0
311,227,      CDLDC,R130923                       ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6/9/2024,6030050069               ,272,0.0
312,227,      CDLDC,R130923                       ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/9/2024,6030050072               ,108,4104.0
313,228,       CDGD,140923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/10/2024,6030010019               ,144,80.0
314,228,       CDGD,150823                        ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",6/10/2024,6040100010               ,260,0.0
315,228,       CDPI,140923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/10/2024,6030010019               ,144,10368.0
316,228,       CDVM,140923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/10/2024,6030010019               ,144,0.0
317,228,       CDVM,140923                        ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",6/10/2024,6030010129               ,377,377.0
318,228,       CDVM,150823                        ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",6/10/2024,6040100010               ,260,0.0
319,228,      CDLDC,R140923                       ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/10/2024,6030050070               ,260,0.0
320,228,      CDLDC,R140923                       ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6/10/2024,6030050069               ,272,0.0
321,228,      CDLDC,R140923                       ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/10/2024,6030050072               ,108,4212.0
