,Depósito Padre,Descripción,cajas_x_pallets,Dias al Vencimiento,Lote,Fecha de Vencimiento,SKU,Cajas Disponibles
678,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,199,160823                        ,5/12/2024,6030010170               ,12240.0
679,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,203,200823                        ,5/16/2024,6030010170               ,272.0
680,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,215,010923                        ,5/28/2024,6030010170               ,1904.0
681,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,218,040923                        ,5/31/2024,6030010170               ,2448.0
682,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,235,210923                        ,6/17/2024,6030010170               ,0.0
683,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,133,110623                        ,3/7/2024,6030010208               ,0.0
684,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,156,040723                        ,3/30/2024,6030010208               ,0.0
685,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,165,130723                        ,4/8/2024,6030010208               ,0.0
686,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,189,060823                        ,5/2/2024,6030010208               ,3105.0
687,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,209,260823                        ,5/22/2024,6030010208               ,480.0
688,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,130,080623                        ,3/4/2024,6030010026               ,1087.0
689,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,158,060723                        ,4/1/2024,6030010026               ,1296.0
690,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,165,130723                        ,4/8/2024,6030010026               ,1512.0
691,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,181,290723                        ,4/24/2024,6030010026               ,1512.0
692,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,184,010823                        ,4/27/2024,6030010026               ,4212.0
693,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,195,120823                        ,5/8/2024,6030010026               ,1944.0
694,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,215,010923                        ,5/28/2024,6030010026               ,3456.0
695,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,249,051023                        ,7/1/2024,6030010026               ,1836.0
696,    CDCDCO1,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",260,162,100623                        ,4/5/2024,6090020009               ,0.0
697,    CDCDCO1,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",260,213, 230723                       ,5/26/2024,6090020009               ,0.0
698,    CDCDCO1,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",260,220,070823                        ,6/2/2024,6090020009               ,0.0
699,    CDCDCO1,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",260,275,011023                        ,7/27/2024,6090020009               ,1520.0
700,    CDCDCO1,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",144,153,010623                        ,3/27/2024,6090020011               ,0.0
701,    CDCDCO1,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",144,186,040723                        ,4/29/2024,6090020011               ,0.0
702,    CDCDCO1,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",144,220,070823                        ,6/2/2024,6090020011               ,108.0
703,    CDCDCO1,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",80,151,300523                        ,3/25/2024,6090020012               ,0.0
704,    CDCDCO1,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",80,237,240823                        ,6/19/2024,6090020012               ,10.0
705,    CDCDCO1,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",224,203,137/22                        ,5/16/2024,6010140007               ,0.0
706,    CDCDCO1,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",224,350,284/22                        ,10/10/2024,6010140007               ,0.0
707,    CDCDCO1,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",224,274,208/22                        ,7/26/2024,6010140008               ,0.0
708,    CDCDCO1,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",224,353,287/22                        ,10/13/2024,6010140008               ,125.0
709,    CDCDCO1,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,182,116/22                        ,4/25/2024,6010550008               ,0.0
710,    CDCDCO1,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,213,147/22                        ,5/26/2024,6010550008               ,0.0
711,    CDCDCO1,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,290,224/22                        ,8/11/2024,6010550008               ,0.0
712,    CDCDCO1,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,295,229/22                        ,8/16/2024,6010550008               ,0.0
713,    CDCDCO1,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,329,263/22                        ,9/19/2024,6010550008               ,0.0
714,    CDCDCO1,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,333,267/22                        ,9/23/2024,6010550008               ,0.0
715,    CDCDCO1,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,384,318/22                        ,11/13/2024,6010550008               ,0.0
716,    CDCDCO1,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,632,201/23                        ,7/19/2025,6010550008               ,0.0
717,    CDCDCO1,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",224,283,217/22                        ,8/4/2024,6011640001               ,0.0
718,    CDCDCO1,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",224,554,123/23                        ,5/2/2025,6011640001               ,0.0
719,    CDCDCO1,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",224,570,139/22                        ,5/18/2025,6011640001               ,6.0
720,    CDCDCO1,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",260,123,010623                        ,2/26/2024,6050100007               ,0.0
721,    CDCDCO1,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",260,182,300723                        ,4/25/2024,6050100007               ,0.0
722,    CDCDCO1,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",260,184,010823                        ,4/27/2024,6050100007               ,555.0
723,    CDCDCO1,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",260,245,011023                        ,6/27/2024,6050100007               ,260.0
724,    CDCDCO1,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",272,124,020623                        ,2/27/2024,6050100002               ,0.0
725,    CDCDCO1,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",272,243,290923                        ,6/25/2024,6050100002               ,544.0
726,    CDCDCO1,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",80,130,080623                        ,3/4/2024,6050100004               ,34.0
727,    CDVMZPA,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",144,177,250623                        ,4/20/2024,6040100009               ,1457.0
728,    CDVMZPA,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",80,159,R070723                       ,4/2/2024,6030050074               ,0.0
729,    CDVMZPA,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",80,163,R110723                       ,4/6/2024,6030050074               ,2081.0
730,    CDVMZPA,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",80,186,R030823                       ,4/29/2024,6030050074               ,640.0
731,    CDVMZPA,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",80,190,R070823                       ,5/3/2024,6030050074               ,1200.0
732,    CDVMZPA,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,193,R100823                       ,5/6/2024,6030050071               ,0.0
733,    CDVMZPA,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,194,R110823                       ,5/7/2024,6030050071               ,7896.0
734,    CDVMZPA,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,195,R120823                       ,5/8/2024,6030050071               ,3946.0
735,    CDVMZPA,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,197,R140823                       ,5/10/2024,6030050071               ,3987.0
736,    CDVMZPA,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,198,R150823                       ,5/11/2024,6030050071               ,8064.0
737,    CDVMZPA,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,206,R230823                       ,5/19/2024,6030050071               ,3785.0
738,    CDVMZPA,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,176,R240723                       ,4/19/2024,6030050072               ,0.0
739,    CDVMZPA,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,177,R250723                       ,4/20/2024,6030050072               ,0.0
740,    CDVMZPA,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,184,R010823                       ,4/27/2024,6030050072               ,0.0
741,    CDVMZPA,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,185,R020823                       ,4/28/2024,6030050072               ,0.0
742,    CDVMZPA,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,186,R030823                       ,4/29/2024,6030050072               ,3932.0
743,    CDVMZPA,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,187,R040823                       ,4/30/2024,6030050072               ,2484.0
744,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,153,010723                        ,3/27/2024,6030010007               ,30171.0
745,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,165,130723                        ,4/8/2024,6030010007               ,12480.0
746,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,167,150723                        ,4/10/2024,6030010007               ,24960.0
747,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,176,240723                        ,4/19/2024,6030010007               ,56160.0
748,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,184,010823                        ,4/27/2024,6030010007               ,12480.0
749,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,187,040823                        ,4/30/2024,6030010007               ,18720.0
750,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,190,070823                        ,5/3/2024,6030010007               ,18718.0
751,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,207,240823                        ,5/20/2024,6030010007               ,37440.0
752,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,220,060923                        ,6/2/2024,6030010007               ,6240.0
753,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,222,080923                        ,6/4/2024,6030010007               ,24960.0
754,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,229,150923                        ,6/11/2024,6030010007               ,6240.0
755,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,230,160923                        ,6/12/2024,6030010007               ,18720.0
756,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,233,190923                        ,6/15/2024,6030010007               ,6238.0
757,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,251,071023                        ,7/3/2024,6030010007               ,24960.0
758,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,255,111023                        ,7/7/2024,6030010007               ,18720.0
759,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,259,151023                        ,7/11/2024,6030010007               ,24960.0
760,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,207,240823                        ,5/20/2024,6030010019               ,0.0
761,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,215,010923                        ,5/28/2024,6030010019               ,0.0
762,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,224,100923                        ,6/6/2024,6030010019               ,240.0
763,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,228,140923                        ,6/10/2024,6030010019               ,6912.0
764,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,229,150923                        ,6/11/2024,6030010019               ,3456.0
765,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,233,190923                        ,6/15/2024,6030010019               ,65664.0
766,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,234,200923                        ,6/16/2024,6030010019               ,3452.0
767,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,161,090723                        ,4/4/2024,6030010170               ,10901.0
768,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,175,230723                        ,4/18/2024,6030010170               ,45696.0
769,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,186,030823                        ,4/29/2024,6030010170               ,13056.0
770,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,190,070823                        ,5/3/2024,6030010170               ,26111.0
771,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,197,140823                        ,5/10/2024,6030010170               ,32640.0
772,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,203,200823                        ,5/16/2024,6030010170               ,13056.0
773,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,206,220823                        ,5/19/2024,6030010170               ,45696.0
774,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,215,010923                        ,5/28/2024,6030010170               ,33184.0
775,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,220,060923                        ,6/2/2024,6030010170               ,19584.0
776,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,224,100923                        ,6/6/2024,6030010170               ,32640.0
777,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,232,180923                        ,6/14/2024,6030010170               ,6528.0
778,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,235,210923                        ,6/17/2024,6030010170               ,19583.0
779,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,238,240923                        ,6/20/2024,6030010170               ,13056.0
780,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,133,110623                        ,3/7/2024,6030010208               ,2028.0
781,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,139,170623                        ,3/13/2024,6030010208               ,3840.0
782,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,156,040723                        ,3/30/2024,6030010208               ,7680.0
783,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,165,130723                        ,4/8/2024,6030010208               ,7680.0
784,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,197,140823                        ,5/10/2024,6030010208               ,13440.0
785,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,220,060923                        ,6/2/2024,6030010208               ,9600.0
786,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,184,010823                        ,4/27/2024,6030010026               ,13556.0
787,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,215,010923                        ,5/28/2024,6030010026               ,2592.0
788,    CDVMZPA,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,224,100923                        ,6/6/2024,6030010026               ,5180.0
789,    CDVMZPA,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",260,186,040723                        ,4/29/2024,6090020009               ,3310.0
790,    CDVMZPA,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",260,220,070823                        ,6/2/2024,6090020009               ,18060.0
791,    CDVMZPA,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",260,184,010823                        ,4/27/2024,6050100007               ,12475.0
